T,s,KL
900,31,0.008997599198658291
900,32,0.009353144946355228
900,33,0.009370442395379487
900,34,0.0035637144665527335
900,35,0.004030710217136121
900,36,0.008765081360048199
900,37,0.003989281535085464
900,38,0.004811979724377357
900,39,0.0049219157645058065
900,40,0.006130429273958811
900,41,0.0038262716583637594
900,42,0.015290000426898879
900,43,0.004853231415620118
900,44,0.0038250124634326647
900,45,0.00881253384359568
900,46,0.0021718637843396054
900,47,0.005450067067151419
900,48,0.005897163162631408
900,49,0.008593149333907257
1000,0,0.013286561558797674
1000,1,0.015443855011144822
1000,2,0.005071769595735959
1000,3,0.006006035657659643
1000,4,0.01412914739143983
1000,5,0.00672208346224272
1000,6,0.005455990086425984
1000,7,0.0044675710931126695
1000,8,0.002622224049277311
1000,9,0.007564960761697963
1000,10,0.005220466470086799
1000,11,0.0063851608307334854
1000,12,0.007557162891125195
1000,13,0.008860055128129318
1000,14,0.005435672294048631
1000,15,0.00490239741476788
1000,16,0.0032527203062444944
1000,17,0.005336838303678574
1000,18,0.007639156285253703
1000,19,0.005099577546866759
1000,20,0.0035353935971968948
1000,21,0.0042867868957936215
1000,22,0.013612947067675955
1000,23,0.004676756971495044
1000,24,0.0058523422055717
1000,25,0.005059508594319885
1000,26,0.0027881436720292355
1000,27,0.00754057193506651
1000,28,0.006961062724006136
1000,29,0.0050427795488629905
1000,30,0.007977145002413057
1000,31,0.004533799323913224
1000,32,0.003638040827662638
1000,33,0.008694791352625669
1000,34,0.0068938948814296795
1000,35,0.007071175631660874
1000,36,0.007991303190147837
1000,37,0.003098817448890909
1000,38,0.004767761080971293
1000,39,0.006741109890013657
1000,40,0.0030246938282069667
1000,41,0.006100595868488592
1000,42,0.0034393051382337943
1000,43,0.016643556961620485
1000,44,0.005096381347132749
1000,45,0.0023874454220913703
1000,46,0.004828155876893241
1000,47,0.004262727541372071
1000,48,0.005472892985462483
1000,49,0.012464242228067593
1100,0,0.0046810013505822305
1100,1,0.0035953032870109564
1100,2,0.005887016720550573
1100,3,0.011631651262062084
1100,4,0.005124626723695462
1100,5,0.005487313547513656
1100,6,0.005580121539442265
1100,7,0.00953697131807215
1100,8,0.006349484499864118
1100,9,0.008125667096826255
1100,10,0.005202707285926922
1100,11,0.009434846455110285
1100,12,0.008150366935627262
1100,13,0.006486244957956271
1100,14,0.0028420755278114967
1100,15,0.006430378245241
1100,16,0.010329977018367036
1100,17,0.003105145564902226
1100,18,0.0024878280229361617
1100,19,0.007245277172709683
1100,20,0.00550946603290009
1100,21,0.006421495795280471
1100,22,0.005117130283250435
1100,23,0.005453267041801059
1100,24,0.005296788174329506
1100,25,0.003705672683038417
1100,26,0.003657952656650672
1100,27,0.004737697483497339
1100,28,0.0032456853709167395
1100,29,0.007894065827699397
1100,30,0.0033300643431763543
1100,31,0.006616535149537256
1100,32,0.01685778319677161
1100,33,0.009652430425654612
1100,34,0.0036193063599331446
1100,35,0.005225410439400171
1100,36,0.007891308853736217
1100,37,0.013308433316199813
1100,38,0.004306943638543476
1100,39,0.0061944616606780245
1100,40,0.00694192494796665
1100,41,0.010253465889431938
1100,42,0.008957870084108373
1100,43,0.01281348549400722
1100,44,0.003506235081503181
1100,45,0.0021791873946106597
1100,46,0.005195943374784321
1100,47,0.003311088592938079
1100,48,0.0019451650698822766
1100,49,0.00820808990526829
1200,0,0.008550246956182138
1200,1,0.011483839898401857
1200,2,0.008986972860319076
1200,3,0.003226172546610038
1200,4,0.0038249228185183374
1200,5,0.004223798952990713
1200,6,0.003282030500702323
1200,7,0.004813940688353046
1200,8,0.003595968986244913
1200,9,0.0030227039524233926
1200,10,0.002736871534355164
1200,11,0.0053242257545551295
1200,12,0.005380816463069088
1200,13,0.005059495083312052
1200,14,0.004820548481115135
1200,15,0.0026199869121782777
1200,16,0.002643868609184047
1200,17,0.004181841907017925
1200,18,0.009214752212862855
1200,19,0.004238023495611559
1200,20,0.005112120433013405
1200,21,0.004507684383378642
1200,22,0.005404187213581392
1200,23,0.005725772798999192
1200,24,0.0033900091843016835
1200,25,0.00985515453901502
1200,26,0.0018648874489758786
1200,27,0.00785066781753448
1200,28,0.006708695932811576
1200,29,0.006065403239101585
1200,30,0.00664453569016268
1200,31,0.00419584572724084
1200,32,0.007085494718731275
1200,33,0.0014900800441828386
1200,34,0.008029427083435828
1200,35,0.002647751823666394
1200,36,0.0035781186445159054
1200,37,0.006416530242557333
1200,38,0.007185741569437215
1200,39,0.0027913374343413264
1200,40,0.005273849330646607
1200,41,0.0032182750825718687
1200,42,0.00492125788124377
1200,43,0.002746842331331713
1200,44,0.005573116809745445
1200,45,0.003701697413314928
1200,46,0.0017538360449337945
1200,47,0.0077731738303156
1200,48,0.00772582244348188
1200,49,0.004611555017953927
1300,0,0.00274903658848437
1300,1,0.003274600908229147
1300,2,0.00398279718168213
1300,3,0.0039803127110701955
1300,4,0.002279816615050731
1300,5,0.004940722516652678
1300,6,0.005289522313315355
1300,7,0.006380492869243905
1300,8,0.005349032495462134
1300,9,0.0052612255595458285
1300,10,0.002953649683304205
1300,11,0.0028279416817506738
1300,12,0.002497257838833859
1300,13,0.006274147611525264
