T,s,MISE
150,22,0.02316949626127836
150,23,0.021549064846444116
150,24,0.00343459728121673
150,25,0.019653903511557578
150,26,0.008314790590871625
150,27,0.007908727936865822
150,28,0.004647627555783328
150,29,0.009810798763500697
150,30,0.008177497728746652
150,31,0.0049673351852716095
150,32,0.00246532432021827
150,33,0.007650292585831548
150,34,0.00965572958401924
150,35,0.0056155206946776415
150,36,0.004486206607833755
150,37,0.007620261933290024
150,38,0.016595142356574083
150,39,0.004459834188459953
150,40,0.0033228646915012612
150,41,0.035323232031498175
150,42,0.02254466451219912
150,43,0.008091247248629458
150,44,0.007343790189031584
150,45,0.0007900279549188538
150,46,0.0031988014517910102
150,47,0.004400746933168918
150,48,0.007640959732356856
150,49,0.004225407861398289
200,0,0.0016753937175940086
200,1,0.0023755989575455737
200,2,0.0023548969657649836
200,3,0.00290335568278562
200,4,0.026184677015917833
200,5,0.00594127024167319
200,6,0.008121619503326119
200,7,0.006622258376050361
200,8,0.003227627704553216
200,9,0.013650570775652442
200,10,0.003852340053747946
200,11,0.003330577119238454
200,12,0.003099711120046587
200,13,0.005513225859505174
200,14,0.00411972439466167
200,15,0.005308900538535912
200,16,0.009371576914159878
200,17,0.003698739731170027
200,18,0.016483457253759732
200,19,0.014125012140918165
200,20,0.0072265322476542234
200,21,0.0026524907834905498
200,22,0.009885132536735583
200,23,0.004096493019669679
200,24,0.002698059850572935
200,25,0.008509046127769933
200,26,0.00413824289242766
200,27,0.003274006755572687
200,28,0.0060193830514705575
200,29,0.012116365244885989
200,30,0.003344480885849811
200,31,0.004454300978210872
200,32,0.010888142487690934
200,33,0.005284365320679081
200,34,0.0017401520030534338
200,35,0.004359290457151302
200,36,0.005676510646728873
200,37,0.011023839602790027
200,38,0.0016187042797139498
200,39,0.003751273441904231
200,40,0.008735436120442943
200,41,0.009356923514933519
200,42,0.00483850286670053
200,43,0.0022981378245789242
200,44,0.00532509076816131
200,45,0.0028446719408739603
200,46,0.004742029554230749
200,47,0.012055228596718282
200,48,0.003989886528047443
200,49,0.0037871242115228173
250,0,0.004066314590925817
250,1,0.004313184064257878
250,2,0.00763995225190957
250,3,0.0038714444569649346
250,4,0.00493880335595212
250,5,0.0027789858051853753
250,6,0.014760081348067456
250,7,0.0036646655824658413
250,8,0.005084728236356506
250,9,0.012681259677556669
250,10,0.003247876427587084
250,11,0.007944398583310001
250,12,0.006587848030973637
250,13,0.0068677897766041196
250,14,0.005305528341681384
250,15,0.004159003519179059
250,16,0.0026339834827968887
250,17,0.001317981578992805
250,18,0.004897147690623778
250,19,0.004168304267474905
250,20,0.006437398191189143
250,21,0.007059345023942806
250,22,0.006091060826371185
250,23,0.005470780095969616
250,24,0.0077520659493183494
250,25,0.004707501412849918
250,26,0.0019431204785135753
250,27,0.010441320882106619
250,28,0.002887244352963335
250,29,0.002170574221296931
250,30,0.006316398658516286
250,31,0.009073891496514446
250,32,0.001872248308064966
250,33,0.0016984952007566448
250,34,0.006535381476639873
250,35,0.0054246274403110875
250,36,0.006660850111990654
250,37,0.0044454052771818586
250,38,0.006117999419614345
250,39,0.0047146969416605325
250,40,0.0018952313810407385
250,41,0.011368211701518404
250,42,0.005249018719560947
250,43,0.0029894820214821237
250,44,0.003060345029940542
250,45,0.004176569111265882
250,46,0.010631183743287769
250,47,0.008592344198214644
250,48,0.010676510232982703
250,49,0.0035657323232073566
300,0,0.0011037556988980034
300,1,0.0021976353716497902
300,2,0.0036233302767758164
300,3,0.004034538534072374
300,4,0.0007919787157426746
300,5,0.00863247304716603
300,6,0.0030974534113730953
300,7,0.0016592245923745309
300,8,0.0035556355363353274
300,9,0.004551848485360746
300,10,0.0020020073445671063
300,11,0.007767282242259978
300,12,0.008811899259723966
300,13,0.002823747453595364
300,14,0.004047471298536145
300,15,0.009663614061653199
300,16,0.006534746295771686
300,17,0.0022307475664305495
300,18,0.0022874005385645356
300,19,0.0033890841848502815
300,20,0.0026951179983228067
300,21,0.003235500100580063
300,22,0.007930797480858202
300,23,0.00590830922149819
300,24,0.0019181939744612629
300,25,0.001818522872991158
300,26,0.0019657338788372078
300,27,0.0035724971737868985
300,28,0.00871698738530947
300,29,0.005044516237848347
300,30,0.0040215446659906985
300,31,0.00423953101500803
300,32,0.002867399386763142
300,33,0.00541309872876013
300,34,0.005460944766505228
300,35,0.0028040132338211644
300,36,0.0030645359793700262
300,37,0.0021682197075696204
300,38,0.0014452034525065367
300,39,0.009547853453218121
300,40,0.005426638516615923
300,41,0.008356430427341417
300,42,0.004576555747610884
300,43,0.008845203984667637
300,44,0.0032687728398513006
300,45,0.0050357146034730686
300,46,0.03067154674697499
300,47,0.005878579926030386
300,48,0.0018035677008753411
300,49,0.002835300485915653
350,0,0.005190931589361671
350,1,0.0027692840113308836
350,2,0.003474041074142929
350,3,0.001646183462606232
350,4,0.00310741101105928
350,5,0.002621737465965752
350,6,0.0035031009223076676
350,7,0.0028505046726212207
350,8,0.003752407512594348
350,9,0.0014382308878351452
350,10,0.00382458614759527
350,11,0.00529747074398196
350,12,0.002976532818969385
350,13,0.013865694969128574
350,14,0.004971220877815459
350,15,0.0016172614082853355
350,16,0.004010861216493847
350,17,0.004009386836396098
350,18,0.007336081069481986
350,19,0.0014760748987238741
350,20,0.0034331276705628897
350,21,0.005272494706693021
350,22,0.010537440469830024
350,23,0.00232413533762389
350,24,0.006337864728039964
350,25,0.0053760858968567105
350,26,0.007074149423128459
350,27,0.0015199174633028785
350,28,0.004458369207981645
350,29,0.0029834694970592803
350,30,0.0048472565893156235
350,31,0.005573637850846617
350,32,0.003980446172116925
350,33,0.004583875101515423
350,34,0.002180413267136013
350,35,0.0061035955576540955
350,36,0.0015366634844741827
350,37,0.01804877509529628
350,38,0.0034184930837370085
350,39,0.0038301247551716894
350,40,0.003762198416371827
350,41,0.007939776054113263
350,42,0.011811217088979217
350,43,0.0013281392883244668
350,44,0.0014956999691524786
350,45,0.007930437957208524
350,46,0.003048798286106089
350,47,0.004246966000611917
350,48,0.0025610186659885442
350,49,0.00783704904036434
400,0,0.0013437628153238881
400,1,0.0038978216850039946
400,2,0.0019934256718409263
400,3,0.0031632404616501924
400,4,0.0009447354053049845
400,5,0.0022574123349140417
400,6,0.0016116510732266385
400,7,0.002859633949414779
400,8,0.0055405176751713355
400,9,0.002581243882791159
400,10,0.003283483237865064
400,11,0.002074005945182123
400,12,0.004648097073622415
400,13,0.0024727225847170154
400,14,0.0018486636237957036
400,15,0.002885896119088209
400,16,0.001518370606370758
400,17,0.005619028927349475
400,18,0.003531257735442405
400,19,0.002761684861792975
400,20,0.0038238463328261873
400,21,0.0055400313852747565
400,22,0.002343897316641426
400,23,0.0017741971801567868
400,24,0.0011279067546968802
400,25,0.0007725539400247364
400,26,0.002910374979488629
400,27,0.003327764519319575
400,28,0.0010011448971513908
400,29,0.006185126148338916
400,30,0.005788299247395003
400,31,0.0034929581101418505
400,32,0.0012012493985077994
400,33,0.001808019632508449
400,34,0.0032267820901275717
400,35,0.0014969407721342185
400,36,0.003016267793184982
400,37,0.0026646734476219536
400,38,0.001611866533104681
400,39,0.002245697154636998
400,40,0.0007225597868635795
400,41,0.002690919610137855
400,42,0.0069546290404139685
400,43,0.0031579662861328894
400,44,0.0029863912574543457
400,45,0.002523503008614053
400,46,0.003926849262736964
400,47,0.005599057052618766
400,48,0.0021620584055233216
400,49,0.0032204806750184903
450,0,0.0037137837730493203
450,1,0.003387859056234514
450,2,0.0071915319410555375
450,3,0.0024057574946986233
450,4,0.0031540832017281193
450,5,0.0027934613336571407
450,6,0.004866773104997543
450,7,0.0013167024832700775
450,8,0.0008382934740151874
450,9,0.0042892014934391084
450,10,0.004887201074797731
450,11,0.0013872356615871008
450,12,0.006189604976697445
450,13,0.0015958499917268732
450,14,0.0022033062239937514
450,15,0.0021096205667733518
450,16,0.0011004781574308607
450,17,0.004873261964878209
450,18,0.004695612524534989
450,19,0.0009833726917106525
450,20,0.0020707865722176416
450,21,0.0023076721898556297
450,22,0.001149143169116563
450,23,0.0020533677498959864
450,24,0.003103646331803998
450,25,0.0013907750888023133
450,26,0.0027988084095153676
450,27,0.004374688466671545
450,28,0.0025288442100838233
450,29,0.005123729775944462
450,30,0.002294310342077784
450,31,0.0015201873426044297
450,32,0.0013914705175840953
450,33,0.0017825550171420722
450,34,0.001278476861344587
450,35,0.0013968540404387245
450,36,0.0016348715669735646
450,37,0.002298102859079849
450,38,0.0024284626440317517
450,39,0.003530044504943395
450,40,0.001463967328719961
450,41,0.0032965886284980097
450,42,0.0033682899938537268
450,43,0.0016040894014199428
450,44,0.001763514487753848
450,45,0.00751192581611687
450,46,0.0019018634083540044
450,47,0.004061501813271896
450,48,0.002706264232944995
450,49,0.0015118292740323688
500,0,0.003316893229249901
500,1,0.002390838622001677
500,2,0.00593919809655612
500,3,0.0013781558087618668
500,4,0.001227967413556081
500,5,0.0017532746829331033
500,6,0.0013814889182488714
500,7,0.0011526467007685537
500,8,0.005925197275685187
500,9,0.006040720378155331
500,10,0.0010606734259162509
500,11,0.008630311161009352
500,12,0.0024463601814010815
500,13,0.006467562632415306
500,14,0.0032911364582901576
500,15,0.0049919761848028115
500,16,0.0012233241390599246
500,17,0.0022342909657301195
500,18,0.002802195831797579
500,19,0.005948472050408674
500,20,0.0014387742409028269
500,21,0.001784453627791256
500,22,0.005683168388061326
500,23,0.0027593578447824845
500,24,0.0018313774778385028
500,25,0.0013874936289479535
500,26,0.003884846027425175
500,27,0.0019386564879619345
500,28,0.003903720725414522
500,29,0.0030551092227048366
500,30,0.0030955846129845812
500,31,0.0012409502478371306
500,32,0.0009851026136851486
500,33,0.0021196345815705986
500,34,0.0017322285858217858
500,35,0.005736167250220587
500,36,0.004116702191842284
500,37,0.0020555424589956597
500,38,0.0018908997077621377
500,39,0.0028954195207763953
500,40,0.002872887559528226
500,41,0.005136916403615686
500,42,0.0025893005101412965
500,43,0.0034724682214494406
500,44,0.0037630659636761605
500,45,0.002575263618410554
500,46,0.002029845915417884
500,47,0.0024580798777103867
500,48,0.00080438465563012
500,49,0.001005443411580395
550,0,0.004416145014688088
550,1,0.004706860182245874
550,2,0.0010360984807152955
550,3,0.0060114416358177936
550,4,0.0028183480721686712
550,5,0.0019587419388338587
550,6,0.0012799087306993812
550,7,0.0013552792397068317
550,8,0.004762472833435135
550,9,0.0017198976539159615
550,10,0.002104909308384871
550,11,0.001780785654882502
550,12,0.004148256329524838
550,13,0.002332526744139231
550,14,0.0015241928828753485
550,15,0.0014370498226868244
550,16,0.004735390843991582
550,17,0.0007524240531017803
550,18,0.004150884497524379
550,19,0.0014980396709843166
550,20,0.0016478717050046176
550,21,0.008256574773848998
550,22,0.0030429348372453535
550,23,0.0008040504424669457
550,24,0.003116872314656374
550,25,0.0009428045088263823
550,26,0.0011707603185676608
550,27,0.004448529416837434
550,28,0.005287142283697618
550,29,0.0009969684448045476
550,30,0.003031341010259743
550,31,0.003560099488313111
550,32,0.001263503803618558
550,33,0.0014001689112998496
550,34,0.0010623931912735684
550,35,0.0018074205458942071
550,36,0.0014016146875859732
550,37,0.0025615053935696226
550,38,0.0008319025722525699
550,39,0.004172033246233574
550,40,0.0015820134755836152
550,41,0.0017318996520186544
550,42,0.0006824161348571006
550,43,0.001285735044175518
550,44,0.001704060787355744
550,45,0.0006338943810661091
550,46,0.0031377945193625965
550,47,0.0013417124645752807
550,48,0.0018630883392936088
550,49,0.0008171117660151369
600,0,0.0015162229197443638
600,1,0.0053630404492003144
600,2,0.0007305990263742595
600,3,0.0019133925465314764
600,4,0.0025537590312970497
600,5,0.005031252120884741
600,6,0.0013851832209990098
600,7,0.001464165363808507
600,8,0.008124925294465747
600,9,0.0027000183009491135
600,10,0.0006391106570795751
600,11,0.0014136307271454464
600,12,0.0007355987289285003
600,13,0.0009064915358682674
600,14,0.0012344833702614918
600,15,0.0032483452076280932
600,16,0.0013723901473022128
600,17,0.0012146418916126206
600,18,0.0017734892735240928
600,19,0.0005623990772562174
600,20,0.00687616387041617
600,21,0.0024516248794454426
600,22,0.0021679126037701863
600,23,0.0021768341197919054
600,24,0.005235667554746176
600,25,0.0036423714092620684
600,26,0.00040859254884369504
600,27,0.0009808973142424588
600,28,0.0009995265832090383
600,29,0.0009653048444289476
600,30,0.0011807880623664999
600,31,0.001827732759590266
600,32,0.0015537584353544202
600,33,0.0033913851672585623
600,34,0.0020982094092798086
600,35,0.0010584928538232368
600,36,0.002195193737440179
600,37,0.0069970509628694616
600,38,0.0006417318998345578
600,39,0.0022901260934073257
600,40,0.006970424856168296
600,41,0.004110431270724431
600,42,0.0022835214129928462
600,43,0.0036503925967559733
600,44,0.0019529895902494275
600,45,0.0030696217949698775
600,46,0.003126242213935926
600,47,0.0005951898928716202
600,48,0.0015700659490145389
600,49,0.0022953570638640465
650,0,0.0011739501841867674
650,1,0.0023319821517223185
650,2,0.0013191879135187137
650,3,0.002205426848365111
650,4,0.0011030038387588963
650,5,0.001526644851167457
650,6,0.003772077620102379
650,7,0.002877348685571775
650,8,0.004447102764348573
650,9,0.0006859165420304144
650,10,0.0017340852543609295
650,11,0.0033010169090337436
650,12,0.002198444827634933
650,13,0.0022862575341077926
650,14,0.0037533617107042136
650,15,0.003797383455115682
650,16,0.0013198265153792539
650,17,0.004514196279653402
650,18,0.0019987374569002746
650,19,0.005300021908238683
650,20,0.0007173133290398023
650,21,0.006468184319036816
650,22,0.0018866045847348572
650,23,0.004521608371828478
650,24,0.005372456121915818
650,25,0.006913187957539526
650,26,0.006804002963507146
650,27,0.0011013103996216841
650,28,0.0018701191752963453
650,29,0.0036478146821578047
650,30,0.00477187523498578
650,31,0.0014689798962764773
650,32,0.00022348767772974596
650,33,0.002532567491656453
650,34,0.003598070131262451
650,35,0.0008434011347015926
650,36,0.009626743757136255
650,37,0.0004636988929241022
650,38,0.0014965367603922725
650,39,0.0007421327250632214
650,40,0.007676297655309764
650,41,0.002979454286253287
650,42,0.00548630233100838
650,43,0.0034182529182632385
650,44,0.0012899851671365333
650,45,0.0023356537841476626
650,46,0.0029977693001989937
650,47,0.0010739800760692865
650,48,0.0006139287754841659
650,49,0.005415175288295816
700,0,0.0011756203767709019
700,1,0.0031553237397494477
700,2,0.0028183465373177955
700,3,0.0023788015836384794
700,4,0.0013738014647649416
700,5,0.004073598699248458
700,6,0.0005501479341979667
700,7,0.0011741545229387962
700,8,0.003188628631149752
700,9,0.0007457101018641981
700,10,0.001258315105587961
700,11,0.0010111139227528747
700,12,0.001791368009456412
700,13,0.0012504280549604444
700,14,0.0009431259834810956
700,15,0.002873821492137178
700,16,0.0015244711459019523
700,17,0.002097491015434391
700,18,0.0033475398123766283
700,19,0.0006818376344367446
700,20,0.002082471553768329
700,21,0.002055998305397105
700,22,0.0010179061136290518
700,23,0.0026143010629252877
700,24,0.0023829319707855973
700,25,0.007532832772977525
700,26,0.002180003644533015
700,27,0.0008299797376965648
700,28,0.0016055159784620471
700,29,0.0005200004259068577
700,30,0.0021538723247048
700,31,0.0007791190790778306
700,32,0.0031068451081777194
700,33,0.0010320452071918209
700,34,0.0005257507833288541
700,35,0.0016734465208781133
700,36,0.0010591857692665032
700,37,0.00410854886553122
700,38,0.003651221952973404
700,39,0.0021743432712730613
700,40,0.0012436832797690664
700,41,0.0011819222571562088
700,42,0.001352112600053857
700,43,0.0008958207735282101
700,44,0.0030983228822857455
700,45,0.0025640261745318135
700,46,0.0013503314385884609
700,47,0.0007645634953786859
700,48,0.0010209906175466562
700,49,0.004495653705328218
750,0,0.0021435938704301503
750,1,0.001591736167859262
750,2,0.003014881356640885
750,3,0.002019122600521264
750,4,0.0006952032382219567
750,5,0.0003469853877671898
750,6,0.0012526030813324721
750,7,0.0016737263174020493
750,8,0.0020699214915778827
750,9,0.0025400803326370213
750,10,0.0021193783260401553
750,11,0.0010906806024752113
750,12,0.0008424939793696433
750,13,0.0006273179565763695
750,14,0.0033888783909381626
750,15,0.0007573286356726849
750,16,0.0016143190782713195
750,17,0.002476164103768288
750,18,0.0008683431616365447
750,19,0.0006824332034423358
750,20,0.0011916055286696134
750,21,0.0017417527013497964
750,22,0.0006781853687838061
750,23,0.0010840693613545836
750,24,0.0011735546228629817
750,25,0.0029780236503637297
750,26,0.0015820965913741895
750,27,0.00191950288797168
750,28,0.0009764287143857193
750,29,0.0018062683456647806
750,30,0.0016015903707458186
750,31,0.0010861880813311637
750,32,0.0006623734202849343
750,33,0.00035588376599150426
750,34,0.0021263794461606426
750,35,0.0015975936154607126
750,36,0.0035549303005447926
750,37,0.002935125175320884
750,38,0.0009754662120936681
750,39,0.0006682874325247492
750,40,0.0007257653278061011
750,41,0.0019719775852360144
750,42,0.0008065857205876488
750,43,0.0029246555759982057
750,44,0.0031664038734654696
750,45,0.0009393458345714281
750,46,0.0022552689301532547
750,47,0.002815402900907039
750,48,0.002350672178673435
750,49,0.0006743582136107807
800,0,0.001037073185832162
800,1,0.002301259443084113
800,2,0.0006509333157671894
800,3,0.0015680699132075266
800,4,0.0011607200237336033
800,5,0.0010773913674622698
800,6,0.0010012003543324558
800,7,0.0019632992020799617
800,8,0.001624303506683504
800,9,0.0011941554759116223
800,10,0.0032379421141787014
800,11,0.0006034662379669767
800,12,0.002922899888542455
800,13,0.0033633359269648814
800,14,0.0014711586052076832
800,15,0.001898891752584014
800,16,0.0009316564805326359
800,17,0.0015546761128386942
800,18,0.0013219510293552895
800,19,0.001625152911873209
800,20,0.001527210236522639
800,21,0.001715704814945956
800,22,0.0037358234289470472
800,23,0.0004272355924908392
800,24,0.0017807964788014768
800,25,0.0008427372304993393
800,26,0.001995694292567191
800,27,0.0009114312039389353
800,28,0.0004958890147464644
800,29,0.0033282226275518864
800,30,0.004584854734123758
800,31,0.0015483170050318898
800,32,0.003708674462768685
800,33,0.0008679062579968101
800,34,0.0016150807070930149
800,35,0.0020154115454941524
800,36,0.0020712852304820605
800,37,0.004418222568943975
800,38,0.001648921045226474
800,39,0.005150166837634937
800,40,0.0029984906533700013
800,41,0.0007559767304081654
800,42,0.001149136890021041
800,43,0.0016157440803755236
800,44,0.0010873750792492398
800,45,0.0007898932631257819
800,46,0.002212182011035937
800,47,0.0011196918759671115
800,48,0.0012887392748528815
800,49,0.0006750284719080147
850,0,0.0017047169608640678
850,1,0.002021806978606763
850,2,0.0014897057429381824
850,3,0.001188918285927992
850,4,0.0014621801889806495
850,5,0.0006022268234435409
850,6,0.0009318280266979715
850,7,0.0019265810225479738
850,8,0.0010852020191996577
850,9,0.0007627233174551408
850,10,0.00543637568354723
850,11,0.00207505600010067
850,12,0.0016178028138686073
850,13,0.0026955001817086347
850,14,0.0017628850638078493
850,15,0.0011609041192547685
850,16,0.0012630635304128881
850,17,0.0007932724785904843
850,18,0.005642876879954529
850,19,0.0012193540214303124
850,20,0.0017724150155682932
850,21,0.00033559314920884176
850,22,0.0011142369779795578
850,23,0.0013287347045139218
850,24,0.001555456414811392
850,25,0.0006187608736081923
850,26,0.0013886089365377167
850,27,0.004141731703724478
850,28,0.002107684932167161
850,29,0.0007881404458397122
850,30,0.004415224111699577
850,31,0.002132828843223516
850,32,0.0012128733656901092
850,33,0.0016694645810891953
850,34,0.0004236606184939355
850,35,0.007308245525835704
850,36,0.0007267414390390574
850,37,0.0011994420328696048
850,38,0.0008875033835110477
850,39,0.0014668823803715926
850,40,0.0008250290564198774
850,41,0.0005481104463727881
850,42,0.0007678507445635216
850,43,0.0021796287256211945
850,44,0.00039447067928690674
850,45,0.00197123656678327
850,46,0.00037613782745107784
850,47,0.001934192572173748
850,48,0.002960799599971855
850,49,0.0009172884819914582
900,0,0.0018701975710060518
900,1,0.000873836941354083
900,2,0.001573312652117451
900,3,0.0009764139304825234
900,4,0.0004790131531849257
900,5,0.0008624587453233624
900,6,0.0014133775441121273
900,7,0.0009546547279260226
900,8,0.0007365547039322959
900,9,0.0009422738621032269
900,10,0.0005050451364032077
900,11,0.003279145598230977
900,12,0.0005742904695503173
900,13,0.002295499739397936
900,14,0.001620064199811988
900,15,0.0050444808905349865
900,16,0.0005125446159251456
900,17,0.001427288290706853
900,18,0.0014460466914200645
900,19,0.0017287073445895278
900,20,0.0017691758344492874
900,21,0.00032845706626946717
900,22,0.004217757707122877
900,23,0.0012231916958900123
900,24,0.000979860572577663
900,25,0.001149268392402174
900,26,0.0012500681030278363
900,27,0.001351449955471851
900,28,0.0028513976316872874
900,29,0.002004111368223354
900,30,0.0016039920264482497
900,31,0.001947535808148012
900,32,0.0013377730478104529
900,33,0.0032328210033386266
900,34,0.004285592699732671
900,35,0.0046067398018578825
900,36,0.0006664506395294517
900,37,0.0018759035028560788
900,38,0.0012926595580483428
900,39,0.000798857336304948
900,40,0.0025123874601963845
900,41,0.006711269094015351
900,42,0.000543005182005679
900,43,0.002790670697577487
900,44,0.001423212011739274
900,45,0.000493047880299124
900,46,0.0018721424970754776
900,47,0.0013926199577239645
900,48,0.002803617661619777
900,49,0.001748712647141789
950,0,0.0011397239304008048
950,1,0.0014797363063774175
950,2,0.00304333208960514
950,3,0.0023689395565318133
950,4,0.000531343755560985
950,5,0.0015546745387957613
950,6,0.001626534827062893
950,7,0.0023980655555230126
950,8,0.0018320309441523875
950,9,0.00038709655860746125
950,10,0.0015572771215470811
950,11,0.0012950285544937707
950,12,0.0005341724320004841
950,13,0.002132768865843231
950,14,0.0029669229754638224
950,15,0.0034946684962800633
950,16,0.0008597824883722009
950,17,0.002516431796574687
950,18,0.001823494984883282
950,19,0.0017809322117657179
950,20,0.0017879704691599187
950,21,0.0015407182002226177
950,22,0.0007142469271529017
950,23,0.0006403041855200192
950,24,0.003382015589642552
950,25,0.0015731884856596994
950,26,0.0008126682974435005
950,27,0.0022556244457284293
950,28,0.0021444215018279937
950,29,0.0014071029662327337
950,30,0.0008669945918387748
950,31,0.0007691935549016132
950,32,0.0011424387851432796
950,33,0.0012203100181982687
950,34,0.0014513871523188897
950,35,0.003646319760251198
950,36,0.0010895629196434641
950,37,0.0009703106328334051
950,38,0.0030911597279140337
950,39,0.0047038778835623825
950,40,0.0007818570732154543
950,41,0.0023245790299586165
950,42,0.000648882168190754
950,43,0.0012419639789455529
950,44,0.0022457741480236817
950,45,0.00303569118227402
950,46,0.0020498548230321054
950,47,0.001908055772419722
950,48,0.001211457854591753
950,49,0.004324215505345056
1000,0,0.0009129086807991009
1000,1,0.0011144325630505195
1000,2,0.0007929098986484562
1000,3,0.0010176299676057205
1000,4,0.0006938509335266831
1000,5,0.0006928256204604354
1000,6,0.0011106053190543268
1000,7,0.0016434830011814684
1000,8,0.0011502515691970046
1000,9,0.0020616802155327793
1000,10,0.0016451921802854038
1000,11,0.0011026267549776316
1000,12,0.0020268445740166227
1000,13,0.0013307906187211233
1000,14,0.000591426947270766
1000,15,0.0018237549586602462
1000,16,0.0031830528526362954
1000,17,0.0003746951067418745
1000,18,0.0007457830455831359
1000,19,0.0028900616248178565
1000,20,0.0031511181300382927
1000,21,0.0012965581915390738
1000,22,0.00033460981214999426
1000,23,0.004024105663351765
1000,24,0.0005864381879719792
1000,25,0.0007648099009275317
1000,26,0.0018104891535825807
1000,27,0.0015253026281525782
1000,28,0.0024544881653213923
1000,29,0.00027863114228473423
1000,30,0.0006500518551574615
1000,31,0.000981968902142676
1000,32,0.0016783616305113072
1000,33,0.0007020756684306334
1000,34,0.0012608223506640154
1000,35,0.0012924737307551909
1000,36,0.0036135318323362157
1000,37,0.0014141809520556376
1000,38,0.002862375409144776
1000,39,0.0006635770035316621
1000,40,0.0014510260585792638
1000,41,0.0011277105582106813
1000,42,0.0008196218615521727
1000,43,0.0006578500625614112
1000,44,0.00047865479998533017
1000,45,0.0004234840335191455
1000,46,0.001316541207036936
1000,47,0.0016789345495133977
1000,48,0.0024117449213206365
1000,49,0.0004959674514099973
1050,0,0.0013094411788149747
1050,1,0.0014749521901200953
1050,2,0.0022425899802899
1050,3,0.0004162675180999485
1050,4,0.0004479190706542856
1050,5,0.0008944341553243855
1050,6,0.001137372965730267
1050,7,0.0010782172560467576
1050,8,0.0022344173089033866
1050,9,0.0013365885437865445
1050,10,0.0011760196696839577
1050,11,0.0008779641950390196
1050,12,0.0008166782469183074
1050,13,0.0022227057045127044
1050,14,0.001761390558074084
1050,15,0.0007668726159339432
1050,16,0.0008100384527618667
1050,17,0.0024148306747150314
1050,18,0.0007566431103189995
1050,19,0.0006776616405071996
1050,20,0.0008365789563874534
1050,21,0.001127516898683951
1050,22,0.0006832362957129924
1050,23,0.0010208568202424223
1050,24,0.0018226852093437059
1050,25,0.0008834893704672752
1050,26,0.0008143308230607142
