T,s,KL
2000,25,-0.003571989878207292
2000,26,-0.011033082226041095
2000,27,-0.0141848621356258
2000,28,0.009049700501940084
2000,29,0.0039208225673185194
2000,30,-0.016688155220341245
2000,31,0.010504823883449031
2000,32,0.022293979159693167
2000,33,-0.010617318350664429
2000,34,-0.005158419881199557
2000,35,-0.003640101172608549
2000,36,0.020219301306977182
2000,37,0.0014601848303716974
2000,38,-0.00798324132568908
2000,39,0.003688982793974828
2000,40,0.0021000615142277366
2000,41,0.010456709311686905
2000,42,0.019878122611183262
2000,43,-0.011185900923569938
2000,44,0.009384312781137156
2000,45,-0.016826532175702305
2000,46,-0.008868732194936238
2000,47,0.010679957513353842
2000,48,-0.016827877324427414
2000,49,-0.006166158751672331
