T,simNr,kernel,bandwidth,a,M1,S_T,data_reward,optimal_reward,regret
300,4,gau,1/sqrt(T),1e-06,1e-06,44.78999999999966,45.71552219230816,52.697624883185775,6.982102690877618
300,5,gau,1/sqrt(T),1e-06,1e-06,50.039999999998614,35.10695006067793,41.081520967731294,5.974570907053362
300,6,gau,1/sqrt(T),1e-06,1e-06,49.26999999999877,47.049996078316944,58.519349326910366,11.469353248593421
300,7,gau,1/sqrt(T),1e-06,1e-06,51.56999999999831,48.99392736040695,57.762167735732724,8.768240375325774
300,8,gau,1/sqrt(T),1e-06,1e-06,63.73999999999589,43.54331012137473,56.48332012738331,12.940010006008578
300,9,gau,1/sqrt(T),1e-06,1e-06,45.89999999999944,43.5828787151416,55.47422225861712,11.891343543475521
400,0,gau,1/sqrt(T),1e-06,1e-06,72.9200000000004,64.45526500431953,72.7390863350175,8.283821330697975
400,1,gau,1/sqrt(T),1e-06,1e-06,56.32999999999736,61.047489979442155,72.99456206481027,11.947072085368113
400,2,gau,1/sqrt(T),1e-06,1e-06,61.39999999999635,58.03780192601818,68.90521560652195,10.867413680503766
400,3,gau,1/sqrt(T),1e-06,1e-06,66.0799999999969,61.71413673050042,71.1797856448977,9.465648914397285
400,4,gau,1/sqrt(T),1e-06,1e-06,54.27999999999777,59.26844390320937,67.4637808296773,8.195336926467931
400,5,gau,1/sqrt(T),1e-06,1e-06,72.04999999999995,59.34783205232408,66.24090559063711,6.893073538313033
400,6,gau,1/sqrt(T),1e-06,1e-06,76.16000000000206,63.15410618898122,76.33220352053857,13.178097331557353
400,7,gau,1/sqrt(T),1e-06,1e-06,55.52999999999752,52.4849762252396,58.112901024616235,5.627924799376636
400,8,gau,1/sqrt(T),1e-06,1e-06,61.389999999996355,48.26449340175297,63.69955762780389,15.435064226050919
400,9,gau,1/sqrt(T),1e-06,1e-06,67.6499999999977,54.75906710874767,65.22728065755453,10.468213548806858
500,0,gau,1/sqrt(T),1e-06,1e-06,62.86999999999606,60.18103733547018,78.22810469902616,18.047067363555982
500,1,gau,1/sqrt(T),1e-06,1e-06,71.67999999999977,86.65273759572112,96.4598884683539,9.807150872632775
500,2,gau,1/sqrt(T),1e-06,1e-06,75.36000000000165,68.93552489623802,76.91709915852252,7.9815742622844965
500,3,gau,1/sqrt(T),1e-06,1e-06,64.95999999999633,71.19537718676128,78.78112965745024,7.585752470688959
500,4,gau,1/sqrt(T),1e-06,1e-06,64.21999999999595,64.76759575597703,71.35438115240882,6.586785396431793
500,5,gau,1/sqrt(T),1e-06,1e-06,65.80999999999676,67.80707036088869,77.6483658337172,9.841295472828506
500,6,gau,1/sqrt(T),1e-06,1e-06,71.06999999999945,65.19403069538997,77.57657374162547,12.382543046235497
500,7,gau,1/sqrt(T),1e-06,1e-06,65.2999999999965,64.82824808704989,81.70918416142274,16.880936074372855
500,8,gau,1/sqrt(T),1e-06,1e-06,68.9999999999984,70.9342666164563,80.16015110734949,9.225884490893193
500,9,gau,1/sqrt(T),1e-06,1e-06,71.58999999999972,71.95629329768983,91.35009026143263,19.3937969637428
600,0,gau,1/sqrt(T),1e-06,1e-06,78.05000000000302,78.19555342294073,90.24346130661114,12.047907883670405
600,1,gau,1/sqrt(T),1e-06,1e-06,72.14,80.94417730711132,90.65640948695956,9.712232179848243
600,2,gau,1/sqrt(T),1e-06,1e-06,71.63999999999974,98.264893424531,108.5547776086392,10.289884184108203
600,3,gau,1/sqrt(T),1e-06,1e-06,83.4800000000058,86.59243409573227,99.57645754702511,12.984023451292842
600,4,gau,1/sqrt(T),1e-06,1e-06,73.87000000000089,91.10791853228484,104.59967339351631,13.49175486123147
600,5,gau,1/sqrt(T),1e-06,1e-06,73.55000000000072,87.50669575852433,94.50720864833633,7.000512889812001
600,6,gau,1/sqrt(T),1e-06,1e-06,73.68000000000079,84.77358109926315,98.9220187659965,14.148437666733344
600,7,gau,1/sqrt(T),1e-06,1e-06,72.60000000000024,104.51556157456618,119.09928641614817,14.583724841581997
600,8,gau,1/sqrt(T),1e-06,1e-06,83.73000000000593,81.61533297239922,94.70957279318782,13.094239820788601
600,9,gau,1/sqrt(T),1e-06,1e-06,72.39000000000013,95.43889998549284,113.34896474515993,17.910064759667094
700,0,gau,1/sqrt(T),1e-06,1e-06,79.03000000000353,109.32584999607775,127.46824917508206,18.142399179004315
700,1,gau,1/sqrt(T),1e-06,1e-06,86.14000000000716,107.41667163841724,124.49286996127564,17.076198322858403
700,2,gau,1/sqrt(T),1e-06,1e-06,84.23000000000619,110.78751509172479,123.40148231422431,12.613967222499525
700,3,gau,1/sqrt(T),1e-06,1e-06,81.20000000000464,107.18349137569355,123.69908183715654,16.515590461462992
700,4,gau,1/sqrt(T),1e-06,1e-06,86.7900000000075,98.1323818995806,116.63001631144854,18.49763441186795
700,5,gau,1/sqrt(T),1e-06,1e-06,78.52000000000326,95.50702549453274,113.64601071190948,18.138985217376742
